Area,Consumption Segment,Country,Measure Names,"Sector, Category or Product",Measure Values
Urban,Lowest,South Africa,$PPP,Food and Beverages,2134.944521787
Urban,Lowest,South Africa,Local Currency,Food and Beverages,12205.477831059
Urban,Low,South Africa,US$,Food and Beverages,4834.033693625
Urban,Low,South Africa,$PPP,Food and Beverages,6190.302723636
Urban,Low,South Africa,Local Currency,Food and Beverages,35389.960671028
Urban,All,South Africa,US$,Food and Beverages,17059.403893029
Urban,All,South Africa,$PPP,Food and Beverages,21845.705072742
Urban,All,South Africa,Local Currency,Food and Beverages,124891.895900865
National,Higher,Sri Lanka,US$,Food and Beverages,44.787807205
National,Higher,Sri Lanka,$PPP,Food and Beverages,82.259399510
National,Higher,Sri Lanka,Local Currency,Food and Beverages,5063.888633819
National,Middle,Sri Lanka,US$,Food and Beverages,1123.582678981
National,Middle,Sri Lanka,$PPP,Food and Beverages,2063.624951531
National,Middle,Sri Lanka,Local Currency,Food and Beverages,127036.752016257
National,Lowest,Sri Lanka,US$,Food and Beverages,2228.958790537
National,Lowest,Sri Lanka,$PPP,Food and Beverages,4093.810862463
National,Lowest,Sri Lanka,Local Currency,Food and Beverages,252014.996693224
National,Low,Sri Lanka,US$,Food and Beverages,6172.405545655
National,Low,Sri Lanka,$PPP,Food and Beverages,11336.531199056
National,Low,Sri Lanka,Local Currency,Food and Beverages,697876.860613903
National,All,Sri Lanka,US$,Food and Beverages,9569.734822367
National,All,Sri Lanka,$PPP,Food and Beverages,17576.226412543
National,All,Sri Lanka,Local Currency,Food and Beverages,1081992.49795614
Rural,Higher,Sri Lanka,US$,Food and Beverages,14.690275130
Rural,Higher,Sri Lanka,$PPP,Food and Beverages,26.980852295
Rural,Higher,Sri Lanka,Local Currency,Food and Beverages,1660.941267305
Rural,Middle,Sri Lanka,US$,Food and Beverages,770.404602459
Rural,Middle,Sri Lanka,$PPP,Food and Beverages,1414.961435550
Rural,Middle,Sri Lanka,Local Currency,Food and Beverages,87105.025972442
Rural,Lowest,Sri Lanka,US$,Food and Beverages,2023.160838527
Rural,Lowest,Sri Lanka,$PPP,Food and Beverages,3715.832635594
Rural,Lowest,Sri Lanka,Local Currency,Food and Beverages,228746.657047178
Rural,Low,Sri Lanka,US$,Food and Beverages,5232.765802009
Rural,Low,Sri Lanka,$PPP,Food and Beverages,9610.744519791
Rural,Low,Sri Lanka,Local Currency,Food and Beverages,591637.432638335
Rural,All,Sri Lanka,US$,Food and Beverages,8041.021518115
Rural,All,Sri Lanka,$PPP,Food and Beverages,14768.519443213
Rural,All,Sri Lanka,Local Currency,Food and Beverages,909150.056924175
Urban,Higher,Sri Lanka,US$,Food and Beverages,30.097532076
Urban,Higher,Sri Lanka,$PPP,Food and Beverages,55.278547216
Urban,Higher,Sri Lanka,Local Currency,Food and Beverages,3402.947366635
Urban,Middle,Sri Lanka,US$,Food and Beverages,353.178076524
Urban,Middle,Sri Lanka,$PPP,Food and Beverages,648.663515986
Urban,Middle,Sri Lanka,Local Currency,Food and Beverages,39931.726044107
Urban,Lowest,Sri Lanka,US$,Food and Beverages,205.797952015
Urban,Lowest,Sri Lanka,$PPP,Food and Beverages,377.978226879
Urban,Lowest,Sri Lanka,Local Currency,Food and Beverages,23268.339646651
Urban,Low,Sri Lanka,US$,Food and Beverages,939.639743650
Urban,Low,Sri Lanka,$PPP,Food and Beverages,1725.786679273
Urban,Low,Sri Lanka,Local Currency,Food and Beverages,106239.427976016
Urban,All,Sri Lanka,US$,Food and Beverages,1528.713304256
Urban,All,Sri Lanka,$PPP,Food and Beverages,2807.706969337
Urban,All,Sri Lanka,Local Currency,Food and Beverages,172842.441032358
National,Higher,Swaziland,US$,Food and Beverages,3.483973980
National,Higher,Swaziland,$PPP,Food and Beverages,5.307152207
National,Higher,Swaziland,Local Currency,Food and Beverages,25.506173505
National,Middle,Swaziland,US$,Food and Beverages,18.708911334
National,Middle,Swaziland,$PPP,Food and Beverages,28.499363270
National,Middle,Swaziland,Local Currency,Food and Beverages,136.967939877
National,Lowest,Swaziland,US$,Food and Beverages,76.513923112
National,Lowest,Swaziland,$PPP,Food and Beverages,116.553980670
National,Lowest,Swaziland,Local Currency,Food and Beverages,560.158431102
National,Low,Swaziland,US$,Food and Beverages,54.487453987
National,Low,Swaziland,$PPP,Food and Beverages,83.000967673
National,Low,Swaziland,Local Currency,Food and Beverages,398.902650638
National,All,Swaziland,US$,Food and Beverages,153.194262336
National,All,Swaziland,$PPP,Food and Beverages,233.361463704
National,All,Swaziland,Local Currency,Food and Beverages,1121.535194562
Rural,Higher,Swaziland,US$,Food and Beverages,0.277634799
Rural,Higher,Swaziland,$PPP,Food and Beverages,0.422922256
Rural,Higher,Swaziland,Local Currency,Food and Beverages,2.032564361
Rural,Middle,Swaziland,US$,Food and Beverages,6.112111069
Rural,Middle,Swaziland,$PPP,Food and Beverages,9.310604481
Rural,Middle,Swaziland,Local Currency,Food and Beverages,44.746765134
Rural,Lowest,Swaziland,US$,Food and Beverages,61.863907297
Rural,Lowest,Swaziland,$PPP,Food and Beverages,94.237550005
Rural,Lowest,Swaziland,Local Currency,Food and Beverages,452.905665323
Rural,Low,Swaziland,US$,Food and Beverages,25.121278919
Rural,Low,Swaziland,$PPP,Food and Beverages,38.267349764
Rural,Low,Swaziland,Local Currency,Food and Beverages,183.912882965
Rural,All,Swaziland,US$,Food and Beverages,93.374932013
Rural,All,Swaziland,$PPP,Food and Beverages,142.238426397
Rural,All,Swaziland,Local Currency,Food and Beverages,683.597877264
Urban,Higher,Swaziland,US$,Food and Beverages,3.206339191
Urban,Higher,Swaziland,$PPP,Food and Beverages,4.884229966
Urban,Higher,Swaziland,Local Currency,Food and Beverages,23.473609216
Urban,Middle,Swaziland,US$,Food and Beverages,12.596800287
Urban,Middle,Swaziland,$PPP,Food and Beverages,19.188758823
Urban,Middle,Swaziland,Local Currency,Food and Beverages,92.221174902
Urban,Lowest,Swaziland,US$,Food and Beverages,14.650015856
Urban,Lowest,Swaziland,$PPP,Food and Beverages,22.316430729
Urban,Lowest,Swaziland,Local Currency,Food and Beverages,107.252766084
Urban,Low,Swaziland,US$,Food and Beverages,29.366175102
Urban,Low,Swaziland,$PPP,Food and Beverages,44.733617961
Urban,Low,Swaziland,Local Currency,Food and Beverages,214.989767921
Urban,All,Swaziland,US$,Food and Beverages,59.819330356
Urban,All,Swaziland,$PPP,Food and Beverages,91.123037357
Urban,All,Swaziland,Local Currency,Food and Beverages,437.937317537
National,Higher,Tajikistan,US$,Food and Beverages,22.682029177
National,Higher,Tajikistan,$PPP,Food and Beverages,70.442982813
National,Higher,Tajikistan,Local Currency,Food and Beverages,99.324605767
National,Middle,Tajikistan,US$,Food and Beverages,805.506496985
National,Middle,Tajikistan,$PPP,Food and Beverages,2501.640390283
National,Middle,Tajikistan,Local Currency,Food and Beverages,3527.312950298
National,Lowest,Tajikistan,US$,Food and Beverages,247.575879596
National,Lowest,Tajikistan,$PPP,Food and Beverages,768.889912590
National,Lowest,Tajikistan,Local Currency,Food and Beverages,1084.134776752
National,Low,Tajikistan,US$,Food and Beverages,1919.069050156
National,Low,Tajikistan,$PPP,Food and Beverages,5960.002390521
National,Low,Tajikistan,Local Currency,Food and Beverages,8403.603370634
National,All,Tajikistan,US$,Food and Beverages,2994.833455521
National,All,Tajikistan,$PPP,Food and Beverages,9300.975674985
National,All,Tajikistan,Local Currency,Food and Beverages,13114.375701728
Rural,Higher,Tajikistan,US$,Food and Beverages,0
Rural,Higher,Tajikistan,$PPP,Food and Beverages,0
Rural,Higher,Tajikistan,Local Currency,Food and Beverages,0
Rural,Middle,Tajikistan,US$,Food and Beverages,440.491616852
Rural,Middle,Tajikistan,$PPP,Food and Beverages,1368.023255457
Rural,Middle,Tajikistan,Local Currency,Food and Beverages,1928.912790194
Rural,Lowest,Tajikistan,US$,Food and Beverages,191.099686058
Rural,Lowest,Tajikistan,$PPP,Food and Beverages,593.493280319
Rural,Lowest,Tajikistan,Local Currency,Food and Beverages,836.825525250
Rural,Low,Tajikistan,US$,Food and Beverages,1405.952648562
Rural,Low,Tajikistan,$PPP,Food and Beverages,4366.430246846
Rural,Low,Tajikistan,Local Currency,Food and Beverages,6156.666648053
Rural,All,Tajikistan,US$,Food and Beverages,2037.543951192
Rural,All,Tajikistan,$PPP,Food and Beverages,6327.946781753
Rural,All,Tajikistan,Local Currency,Food and Beverages,8922.404962271
Urban,Higher,Tajikistan,US$,Food and Beverages,22.682029177
Urban,Higher,Tajikistan,$PPP,Food and Beverages,70.442982813
Urban,Higher,Tajikistan,Local Currency,Food and Beverages,99.324605767
Urban,Middle,Tajikistan,US$,Food and Beverages,365.014880269
Urban,Middle,Tajikistan,$PPP,Food and Beverages,1133.617135246
Urban,Middle,Tajikistan,Local Currency,Food and Beverages,1598.400160697
Urban,Lowest,Tajikistan,US$,Food and Beverages,56.476193692
Urban,Lowest,Tajikistan,$PPP,Food and Beverages,175.396632749
Urban,Lowest,Tajikistan,Local Currency,Food and Beverages,247.309252176
Urban,Low,Tajikistan,US$,Food and Beverages,513.116401739
Urban,Low,Tajikistan,$PPP,Food and Beverages,1593.572144123
Urban,Low,Tajikistan,Local Currency,Food and Beverages,2246.936723214
Urban,All,Tajikistan,US$,Food and Beverages,957.289504470
Urban,All,Tajikistan,$PPP,Food and Beverages,2973.028893671
Urban,All,Tajikistan,Local Currency,Food and Beverages,4191.970740076
National,Higher,Tanzania,US$,Food and Beverages,1.706179954
National,Higher,Tanzania,$PPP,Food and Beverages,3.691276443
National,Higher,Tanzania,Local Currency,Food and Beverages,2404.471635908
National,Middle,Tanzania,US$,Food and Beverages,68.329536396
National,Middle,Tanzania,$PPP,Food and Beverages,147.829194381
National,Middle,Tanzania,Local Currency,Food and Beverages,96294.902415498
National,Lowest,Tanzania,US$,Food and Beverages,6159.780525265
National,Lowest,Tanzania,$PPP,Food and Beverages,13326.526721044
National,Lowest,Tanzania,Local Currency,Food and Beverages,8680806.22040087
National,Low,Tanzania,US$,Food and Beverages,895.745926160
National,Low,Tanzania,$PPP,Food and Beverages,1937.923270362
National,Low,Tanzania,Local Currency,Food and Beverages,1262349.6528508
National,All,Tanzania,US$,Food and Beverages,7125.562167773
National,All,Tanzania,$PPP,Food and Beverages,15415.970462228
National,All,Tanzania,Local Currency,Food and Beverages,10041855.2473022
Rural,Higher,Tanzania,US$,Food and Beverages,0
Rural,Higher,Tanzania,$PPP,Food and Beverages,0
Rural,Higher,Tanzania,Local Currency,Food and Beverages,0
Rural,Middle,Tanzania,US$,Food and Beverages,13.082666177
Rural,Middle,Tanzania,$PPP,Food and Beverages,28.304011754
Rural,Middle,Tanzania,Local Currency,Food and Beverages,18437.035128441
Rural,Lowest,Tanzania,US$,Food and Beverages,4417.223919501
Rural,Lowest,Tanzania,$PPP,Food and Beverages,9556.550327502
Rural,Lowest,Tanzania,Local Currency,Food and Beverages,6225069.98748249
Rural,Low,Tanzania,US$,Food and Beverages,263.622427688
Rural,Low,Tanzania,$PPP,Food and Beverages,570.340341258
Rural,Low,Tanzania,Local Currency,Food and Beverages,371515.705912749
Rural,All,Tanzania,US$,Food and Beverages,4693.929013365
Rural,All,Tanzania,$PPP,Food and Beverages,10155.194680512
Rural,All,Tanzania,Local Currency,Food and Beverages,6615022.72852257
Urban,Higher,Tanzania,US$,Food and Beverages,1.706179954
Urban,Higher,Tanzania,$PPP,Food and Beverages,3.691276443
Urban,Higher,Tanzania,Local Currency,Food and Beverages,2404.471635908
Urban,Middle,Tanzania,US$,Food and Beverages,55.246870219
Urban,Middle,Tanzania,$PPP,Food and Beverages,119.525182628
Urban,Middle,Tanzania,Local Currency,Food and Beverages,77857.867287574
Urban,Lowest,Tanzania,US$,Food and Beverages,1742.556605765
Urban,Lowest,Tanzania,$PPP,Food and Beverages,3769.976393543
Urban,Lowest,Tanzania,Local Currency,Food and Beverages,2455736.23291906
Urban,Low,Tanzania,US$,Food and Beverages,632.123498472
Urban,Low,Tanzania,$PPP,Food and Beverages,1367.582929105
Urban,Low,Tanzania,Local Currency,Food and Beverages,890833.946938591
Urban,All,Tanzania,US$,Food and Beverages,2431.633154409
Urban,All,Tanzania,$PPP,Food and Beverages,5260.775781717
Urban,All,Tanzania,Local Currency,Food and Beverages,3426832.51878024
National,Higher,Thailand,US$,Food and Beverages,2900.479324648
National,Higher,Thailand,$PPP,Food and Beverages,5085.187178709
National,Higher,Thailand,Local Currency,Food and Beverages,91904.587880801
National,Middle,Thailand,US$,Food and Beverages,18093.502929027
National,Middle,Thailand,$PPP,Food and Beverages,31721.946207555
National,Middle,Thailand,Local Currency,Food and Beverages,573310.73380915
National,Lowest,Thailand,US$,Food and Beverages,1783.598495879
National,Lowest,Thailand,$PPP,Food and Beverages,3127.045976896
National,Lowest,Thailand,Local Currency,Food and Beverages,56515.101940437
National,Low,Thailand,US$,Food and Beverages,25896.410455383
National,Low,Thailand,$PPP,Food and Beverages,45402.183460923
National,Low,Thailand,Local Currency,Food and Beverages,820553.661689268
National,All,Thailand,US$,Food and Beverages,48673.991204900
National,All,Thailand,$PPP,Food and Beverages,85336.362824017
National,All,Thailand,Local Currency,Food and Beverages,1542284.08531846
Rural,Higher,Thailand,US$,Food and Beverages,255.700022488
Rural,Higher,Thailand,$PPP,Food and Beverages,448.299170728
Rural,Higher,Thailand,Local Currency,Food and Beverages,8102.110912561
Rural,Middle,Thailand,US$,Food and Beverages,6235.790564123
Rural,Middle,Thailand,$PPP,Food and Beverages,10932.731688973
Rural,Middle,Thailand,Local Currency,Food and Beverages,197587.259814817
Rural,Lowest,Thailand,US$,Food and Beverages,1609.112200066
Rural,Lowest,Thailand,$PPP,Food and Beverages,2821.132582929
Rural,Lowest,Thailand,Local Currency,Food and Beverages,50986.329171280
Rural,Low,Thailand,US$,Food and Beverages,19790.284086798
Rural,Low,Thailand,$PPP,Food and Beverages,34696.782027017
Rural,Low,Thailand,Local Currency,Food and Beverages,627074.941574284
Rural,All,Thailand,US$,Food and Beverages,27890.88687344
Rural,All,Thailand,$PPP,Food and Beverages,48898.945469586
Rural,All,Thailand,Local Currency,Food and Beverages,883750.64147182
Urban,Higher,Thailand,US$,Food and Beverages,2644.779302165
Urban,Higher,Thailand,$PPP,Food and Beverages,4636.888007990
Urban,Higher,Thailand,Local Currency,Food and Beverages,83802.476968411
Urban,Middle,Thailand,US$,Food and Beverages,11857.712364915
Urban,Middle,Thailand,$PPP,Food and Beverages,20789.214518602
Urban,Middle,Thailand,Local Currency,Food and Beverages,375723.473994685
Urban,Lowest,Thailand,US$,Food and Beverages,174.486295831
Urban,Lowest,Thailand,$PPP,Food and Beverages,305.913393996
Urban,Lowest,Thailand,Local Currency,Food and Beverages,5528.772769694
Urban,Low,Thailand,US$,Food and Beverages,6106.126368599
Urban,Low,Thailand,$PPP,Food and Beverages,10705.401433931
Urban,Low,Thailand,Local Currency,Food and Beverages,193478.72011544
Urban,All,Thailand,US$,Food and Beverages,20783.104331472
Urban,All,Thailand,$PPP,Food and Beverages,36437.417354453
Urban,All,Thailand,Local Currency,Food and Beverages,658533.443847027
National,Higher,Timor Leste,US$,Food and Beverages,0.568438389
National,Higher,Timor Leste,$PPP,Food and Beverages,0.963454897
National,Higher,Timor Leste,Local Currency,Food and Beverages,0.568438389
National,Middle,Timor Leste,US$,Food and Beverages,13.948721914
National,Middle,Timor Leste,$PPP,Food and Beverages,23.641901550
National,Middle,Timor Leste,Local Currency,Food and Beverages,13.948721914
National,Lowest,Timor Leste,US$,Food and Beverages,224.374011677
National,Lowest,Timor Leste,$PPP,Food and Beverages,380.294935046
National,Lowest,Timor Leste,Local Currency,Food and Beverages,224.374011677
National,Low,Timor Leste,US$,Food and Beverages,94.376058002
National,Low,Timor Leste,$PPP,Food and Beverages,159.959420342
National,Low,Timor Leste,Local Currency,Food and Beverages,94.376058002
National,All,Timor Leste,US$,Food and Beverages,333.267228942
National,All,Timor Leste,$PPP,Food and Beverages,564.859710071
National,All,Timor Leste,Local Currency,Food and Beverages,333.267228942
Rural,Higher,Timor Leste,US$,Food and Beverages,0
Rural,Higher,Timor Leste,$PPP,Food and Beverages,0
Rural,Higher,Timor Leste,Local Currency,Food and Beverages,0
Rural,Middle,Timor Leste,US$,Food and Beverages,0.375729978
Rural,Middle,Timor Leste,$PPP,Food and Beverages,0.636830471
Rural,Middle,Timor Leste,Local Currency,Food and Beverages,0.375729978
Rural,Lowest,Timor Leste,US$,Food and Beverages,182.664150967
Rural,Lowest,Timor Leste,$PPP,Food and Beverages,309.600255877
Rural,Lowest,Timor Leste,Local Currency,Food and Beverages,182.664150967
Rural,Low,Timor Leste,US$,Food and Beverages,33.771666761
Rural,Low,Timor Leste,$PPP,Food and Beverages,57.240113153
